2017/09/30 00:02:28,29.0,55.5,0,0,0,0,0,0,0,0
2017/09/30 00:12:17,29.0,55.6,0,0,0,0,0,0,0,0
2017/09/30 00:22:08,29.0,55.5,0,0,0,0,0,0,0,0
2017/09/30 00:31:58,29.0,55.3,0,0,0,0,0,0,0,0
2017/09/30 00:41:48,29.0,55.1,0,0,0,0,0,0,0,0
2017/09/30 00:51:39,29.0,55.2,0,0,0,0,0,0,0,0
2017/09/30 01:01:29,29.0,54.9,0,0,0,0,0,0,0,0
2017/09/30 01:11:18,29.0,54.9,0,0,0,0,0,0,0,0
2017/09/30 01:21:09,29.0,54.9,0,0,0,0,0,0,0,0
2017/09/30 01:30:59,29.0,54.5,0,0,0,0,0,0,0,0
2017/09/30 01:40:19,29.0,54.6,0,0,0,0,0,0,0,0
2017/09/30 01:50:09,29.0,54.3,0,0,0,0,0,0,0,0
2017/09/30 01:59:58,29.0,54.3,0,0,0,0,0,0,0,0
2017/09/30 02:09:49,29.0,54.2,0,0,0,0,0,0,0,0
2017/09/30 02:19:39,29.0,54.1,0,0,0,0,0,0,0,0
2017/09/30 02:29:28,29.0,53.9,0,0,0,0,0,0,0,0
2017/09/30 02:39:19,29.0,53.9,0,0,0,0,0,0,0,0
2017/09/30 02:49:09,29.0,53.8,0,0,0,0,0,0,0,0
2017/09/30 02:58:58,29.0,53.7,0,0,0,0,0,0,0,0
2017/09/30 03:08:50,29.0,53.8,0,0,0,0,0,0,0,0
2017/09/30 03:18:40,29.0,53.7,0,0,0,0,0,0,0,0
2017/09/30 03:28:29,29.0,53.6,0,0,0,0,0,0,0,0
2017/09/30 03:38:20,29.0,53.3,0,0,0,0,0,0,0,0
2017/09/30 03:48:10,29.0,53.4,0,0,0,0,0,0,0,0
2017/09/30 03:57:59,29.0,53.2,0,0,0,0,0,0,0,0
2017/09/30 04:07:50,29.0,53.1,0,0,0,0,0,0,0,0
2017/09/30 04:17:40,29.0,53.0,0,0,0,0,0,0,0,0
2017/09/30 04:27:00,29.0,53.2,0,0,0,0,0,0,0,0
2017/09/30 04:36:50,29.0,53.1,0,0,0,0,0,0,0,0
2017/09/30 04:46:39,29.0,52.9,0,0,0,0,0,0,0,0
2017/09/30 04:56:30,29.0,53.0,0,0,0,0,0,0,0,0
2017/09/30 05:06:20,29.0,52.7,0,0,0,0,0,0,0,0
2017/09/30 05:16:09,29.0,52.6,0,0,0,0,0,0,0,0
2017/09/30 05:26:00,29.0,52.5,0,0,0,0,0,0,0,0
2017/09/30 05:35:51,29.0,52.4,0,0,0,0,0,0,0,0
2017/09/30 05:45:40,29.0,52.5,0,0,0,0,0,0,0,0
2017/09/30 05:55:31,29.0,52.4,0,0,0,0,0,0,0,0
2017/09/30 06:05:21,29.0,52.3,0,0,0,0,0,0,0,0
2017/09/30 06:15:10,29.0,52.2,0,0,0,0,0,0,0,0
